,city,State,State Full
19207,switzer,WV,West Virginia
19208,verdunville,WV,West Virginia
19209,verner,WV,West Virginia
19211,wharncliffe,WV,West Virginia
19213,wilkinson,WV,West Virginia
19214,yolyn,WV,West Virginia
19219,borderland,WV,West Virginia
19220,breeden,WV,West Virginia
19221,chattaroy,WV,West Virginia
19222,crum,WV,West Virginia
19223,delbarton,WV,West Virginia
19226,dingess,WV,West Virginia
19227,edgarton,WV,West Virginia
19230,kermit,WV,West Virginia
19231,lenore,WV,West Virginia
19232,matewan,WV,West Virginia
19239,north matewan,WV,West Virginia
19240,ragland,WV,West Virginia
19241,rawl,WV,West Virginia
19242,red jacket,WV,West Virginia
19243,varney,WV,West Virginia
19244,wilsondale,WV,West Virginia
19249,beckley,WV,West Virginia
19252,allen junction,WV,West Virginia
19254,amigo,WV,West Virginia
19255,ansted,WV,West Virginia
19259,bolt,WV,West Virginia
19261,camp creek,WV,West Virginia
19262,coal city,WV,West Virginia
19265,cool ridge,WV,West Virginia
19266,corinne,WV,West Virginia
19267,crab orchard,WV,West Virginia
19268,danese,WV,West Virginia
19271,daniels,WV,West Virginia
19273,dothan,WV,West Virginia
19274,eccles,WV,West Virginia
19275,edmond,WV,West Virginia
19276,fairdale,WV,West Virginia
19283,flat top,WV,West Virginia
19285,glen daniel,WV,West Virginia
19286,glen fork,WV,West Virginia
19287,glen jean,WV,West Virginia
19288,glen rogers,WV,West Virginia
19289,glen white,WV,West Virginia
19290,harper,WV,West Virginia
19292,hico,WV,West Virginia
19293,hilltop,WV,West Virginia
19295,lanark,WV,West Virginia
19297,layland,WV,West Virginia
19300,lester,WV,West Virginia
19301,lochgelly,WV,West Virginia
19302,lookout,WV,West Virginia
19303,maben,WV,West Virginia
19305,mabscott,WV,West Virginia
19306,mac arthur,WV,West Virginia
19307,mc graws,WV,West Virginia
19308,saulsville,WV,West Virginia
19312,minden,WV,West Virginia
19313,mount hope,WV,West Virginia
19315,mullens,WV,West Virginia
19320,odd,WV,West Virginia
19321,pax,WV,West Virginia
19322,piney view,WV,West Virginia
19323,prince,WV,West Virginia
19324,princewick,WV,West Virginia
19327,raleigh,WV,West Virginia
19328,ravencliff,WV,West Virginia
19329,rhodell,WV,West Virginia
19332,sabine,WV,West Virginia
19333,scarbro,WV,West Virginia
19335,shady spring,WV,West Virginia
19337,skelton,WV,West Virginia
19338,slab fork,WV,West Virginia
19339,sophia,WV,West Virginia
19342,spanishburg,WV,West Virginia
19343,stanaford,WV,West Virginia
19345,surveyor,WV,West Virginia
19346,thurmond,WV,West Virginia
19349,winona,WV,West Virginia
19350,wyco,WV,West Virginia
19354,charmco,WV,West Virginia
19358,rainelle,WV,West Virginia
19364,green sulphur springs,WV,West Virginia
19367,jumping branch,WV,West Virginia
19370,lerona,WV,West Virginia
19371,leslie,WV,West Virginia
19373,meadow bridge,WV,West Virginia
19376,meadow creek,WV,West Virginia
19377,nimitz,WV,West Virginia
19378,pipestem,WV,West Virginia
19380,quinwood,WV,West Virginia
19386,sandstone,WV,West Virginia
19387,spring dale,WV,West Virginia
19388,white oak,WV,West Virginia
19389,wheeling,WV,West Virginia
19395,beech bottom,WV,West Virginia
19396,benwood,WV,West Virginia
19400,colliers,WV,West Virginia
19402,follansbee,WV,West Virginia
19403,glen dale,WV,West Virginia
19404,glen easton,WV,West Virginia
19405,mcmechen,WV,West Virginia
19406,moundsville,WV,West Virginia
19412,new manchester,WV,West Virginia
19415,short creek,WV,West Virginia
19416,triadelphia,WV,West Virginia
19417,valley grove,WV,West Virginia
19418,weirton,WV,West Virginia
19420,west liberty,WV,West Virginia
19421,windsor heights,WV,West Virginia
19423,parkersburg,WV,West Virginia
19432,mineral wells,WV,West Virginia
19438,big bend,WV,West Virginia
19440,big springs,WV,West Virginia
19443,brohard,WV,West Virginia
19444,creston,WV,West Virginia
19446,davisville,WV,West Virginia
19455,friendly,WV,West Virginia
19458,macfarlan,WV,West Virginia
19459,middlebourne,WV,West Virginia
19461,mount zion,WV,West Virginia
19462,munday,WV,West Virginia
19463,new martinsville,WV,West Virginia
19465,paden city,WV,West Virginia
19466,palestine,WV,West Virginia
19473,petroleum,WV,West Virginia
19474,porters falls,WV,West Virginia
19475,ravenswood,WV,West Virginia
19478,reader,WV,West Virginia
19481,sistersville,WV,West Virginia
19482,smithville,WV,West Virginia
19484,walker,WV,West Virginia
19490,buckhannon,WV,West Virginia
19494,fenwick,WV,West Virginia
19495,erbacon,WV,West Virginia
19498,cowen,WV,West Virginia
19500,camden on gauley,WV,West Virginia
19503,snowshoe,WV,West Virginia
19508,diana,WV,West Virginia
19509,french creek,WV,West Virginia
19511,frenchton,WV,West Virginia
19512,hacker valley,WV,West Virginia
19514,helvetia,WV,West Virginia
19515,kanawha head,WV,West Virginia
19516,lorentz,WV,West Virginia
19517,pickens,WV,West Virginia
19518,rock cave,WV,West Virginia
19520,tallmansville,WV,West Virginia
19521,volga,WV,West Virginia
19523,belington,WV,West Virginia
19525,bowden,WV,West Virginia
19527,coalton,WV,West Virginia
19528,dailey,WV,West Virginia
19529,davis,WV,West Virginia
19532,dryfork,WV,West Virginia
19533,durbin,WV,West Virginia
19534,upperglade,WV,West Virginia
19535,ellamore,WV,West Virginia
19536,glady,WV,West Virginia
19537,hambleton,WV,West Virginia
19538,harman,WV,West Virginia
19539,hendricks,WV,West Virginia
19540,huttonsville,WV,West Virginia
19541,junior,WV,West Virginia
19542,kerens,WV,West Virginia
19543,mabie,WV,West Virginia
19545,monterville,WV,West Virginia
19548,parsons,WV,West Virginia
19550,webster springs,WV,West Virginia
19555,slatyfork,WV,West Virginia
19556,thomas,WV,West Virginia
19557,valley bend,WV,West Virginia
19558,valley head,WV,West Virginia
19560,whitmer,WV,West Virginia
19562,bergoo,WV,West Virginia
19573,alum bridge,WV,West Virginia
19575,anmoore,WV,West Virginia
19577,berea,WV,West Virginia
19582,burnsville,WV,West Virginia
19586,center point,WV,West Virginia
19587,coxs mills,WV,West Virginia
19588,crawford,WV,West Virginia
19589,ellenboro,WV,West Virginia
19596,galloway,WV,West Virginia
19605,gypsy,WV,West Virginia
19611,hepzibah,WV,West Virginia
19612,horner,WV,West Virginia
19614,ireland,WV,West Virginia
19616,jacksonburg,WV,West Virginia
19619,jane lew,WV,West Virginia
19621,linn,WV,West Virginia
19624,lumberport,WV,West Virginia
19626,meadowbrook,WV,West Virginia
19627,moatsville,WV,West Virginia
19629,mount clare,WV,West Virginia
19632,new milton,WV,West Virginia
19633,orlando,WV,West Virginia
19634,pennsboro,WV,West Virginia
19638,philippi,WV,West Virginia
19641,pullman,WV,West Virginia
19644,rowlesburg,WV,West Virginia
19650,sand fork,WV,West Virginia
19652,shinnston,WV,West Virginia
19660,simpson,WV,West Virginia
19661,smithburg,WV,West Virginia
19663,spelter,WV,West Virginia
19666,tunnelton,WV,West Virginia
19669,wallace,WV,West Virginia
19673,west union,WV,West Virginia
19675,wyatt,WV,West Virginia
19684,albright,WV,West Virginia
19685,arthurdale,WV,West Virginia
19686,blacksville,WV,West Virginia
19687,bretz,WV,West Virginia
19688,bruceton mills,WV,West Virginia
19694,dellslow,WV,West Virginia
19696,kingwood,WV,West Virginia
19697,maidsville,WV,West Virginia
19701,osage,WV,West Virginia
19702,pentress,WV,West Virginia
19703,pursglove,WV,West Virginia
19705,fairmont,WV,West Virginia
19713,barrackville,WV,West Virginia
19714,baxter,WV,West Virginia
19716,burton,WV,West Virginia
19719,colfax,WV,West Virginia
19720,enterprise,WV,West Virginia
19723,four states,WV,West Virginia
19724,grant town,WV,West Virginia
19725,hundred,WV,West Virginia
19726,idamay,WV,West Virginia
19727,kingmont,WV,West Virginia
19731,mannington,WV,West Virginia
19732,metz,WV,West Virginia
19733,montana mines,WV,West Virginia
19734,rachel,WV,West Virginia
19735,rivesville,WV,West Virginia
19736,wana,WV,West Virginia
19743,birch river,WV,West Virginia
19746,copen,WV,West Virginia
19747,dille,WV,West Virginia
19748,exchange,WV,West Virginia
19750,flatwoods,WV,West Virginia
19752,frametown,WV,West Virginia
19756,gassaway,WV,West Virginia
19758,heaters,WV,West Virginia
19759,little birch,WV,West Virginia
19761,napier,WV,West Virginia
19766,shock,WV,West Virginia
19767,summersville,WV,West Virginia
19768,belva,WV,West Virginia
19770,canvas,WV,West Virginia
19771,drennen,WV,West Virginia
19773,keslers cross lanes,WV,West Virginia
19776,leivasy,WV,West Virginia
19777,mount lookout,WV,West Virginia
19778,mount nebo,WV,West Virginia
19780,nallen,WV,West Virginia
19782,nettie,WV,West Virginia
19783,pool,WV,West Virginia
19784,swiss,WV,West Virginia
19790,bayard,WV,West Virginia
19794,capon bridge,WV,West Virginia
19795,delray,WV,West Virginia
19796,eglon,WV,West Virginia
19799,elk garden,WV,West Virginia
19800,fort ashby,WV,West Virginia
19801,gormania,WV,West Virginia
19802,green spring,WV,West Virginia
19803,keyser,WV,West Virginia
19807,lahmansville,WV,West Virginia
19808,mount storm,WV,West Virginia
19809,new creek,WV,West Virginia
19810,piedmont,WV,West Virginia
19811,ridgeley,WV,West Virginia
19815,rio,WV,West Virginia
19817,romney,WV,West Virginia
19820,shanks,WV,West Virginia
19822,terra alta,WV,West Virginia
19825,wiley ford,WV,West Virginia
19826,baker,WV,West Virginia
19832,high view,WV,West Virginia
19833,lost city,WV,West Virginia
19835,mathias,WV,West Virginia
19839,bloomery,WV,West Virginia
19841,capon springs,WV,West Virginia
19842,maysville,WV,West Virginia
19843,moorefield,WV,West Virginia
19845,milam,WV,West Virginia
19846,old fields,WV,West Virginia
19852,wardensville,WV,West Virginia
19853,purgitsville,WV,West Virginia
19855,cabins,WV,West Virginia
19856,yellow spring,WV,West Virginia
19858,upper tract,WV,West Virginia
19859,seneca rocks,WV,West Virginia
19860,onego,WV,West Virginia
19861,advance,NC,North Carolina
19869,belews creek,NC,North Carolina
19871,bethania,NC,North Carolina
19876,clemmons,NC,North Carolina
19882,cooleemee,NC,North Carolina
19885,dobson,NC,North Carolina
19891,east bend,NC,North Carolina
19892,germanton,NC,North Carolina
19893,hamptonville,NC,North Carolina
19900,king,NC,North Carolina
19901,lawsonville,NC,North Carolina
19905,lowgap,NC,North Carolina
19908,mayodan,NC,North Carolina
19910,mocksville,NC,North Carolina
19919,pfafftown,NC,North Carolina
19923,pilot mountain,NC,North Carolina
19928,pine hall,NC,North Carolina
19929,pinnacle,NC,North Carolina
19933,rural hall,NC,North Carolina
19936,siloam,NC,North Carolina
19937,stoneville,NC,North Carolina
19940,toast,NC,North Carolina
19941,tobaccoville,NC,North Carolina
19942,walkertown,NC,North Carolina
19943,walnut cove,NC,North Carolina
19949,woodleaf,NC,North Carolina
19950,yadkinville,NC,North Carolina
19959,winston salem,NC,North Carolina
19981,alamance,NC,North Carolina
19982,altamahaw,NC,North Carolina
19983,asheboro,NC,North Carolina
19986,bennett,NC,North Carolina
19987,biscoe,NC,North Carolina
19988,blanch,NC,North Carolina
19990,bonlee,NC,North Carolina
19991,browns summit,NC,North Carolina
20002,bynum,NC,North Carolina
20006,cedar falls,NC,North Carolina
20010,cumnock,NC,North Carolina
20019,eagle springs,NC,North Carolina
20020,efland,NC,North Carolina
20022,elon,NC,North Carolina
20026,ether,NC,North Carolina
20030,gibsonville,NC,North Carolina
20031,goldston,NC,North Carolina
20032,graham,NC,North Carolina
20033,gulf,NC,North Carolina
20034,haw river,NC,North Carolina
20035,highfalls,NC,North Carolina
20036,high point,NC,North Carolina
20038,h p,NC,North Carolina
20048,jackson springs,NC,North Carolina
20057,kernersville,NC,North Carolina
20069,leasburg,NC,North Carolina
20081,cid,NC,North Carolina
20097,mc leansville,NC,North Carolina
20099,mebane,NC,North Carolina
20102,mount gilead,NC,North Carolina
20106,pittsboro,NC,North Carolina
20109,pleasant garden,NC,North Carolina
20112,prospect hill,NC,North Carolina
20114,ramseur,NC,North Carolina
20117,randleman,NC,North Carolina
20120,reidsville,NC,North Carolina
20126,robbins,NC,North Carolina
20128,ruffin,NC,North Carolina
20146,saxapahaw,NC,North Carolina
20147,seagrove,NC,North Carolina
20148,sedalia,NC,North Carolina
20149,semora,NC,North Carolina
20150,siler city,NC,North Carolina
20152,snow camp,NC,North Carolina
20155,southmont,NC,North Carolina
20156,staley,NC,North Carolina
20158,star,NC,North Carolina
20159,stokesdale,NC,North Carolina
20160,summerfield,NC,North Carolina
20161,swepsonville,NC,North Carolina
20164,trinity,NC,North Carolina
20173,wallburg,NC,North Carolina
20176,west end,NC,North Carolina
20178,whitsett,NC,North Carolina
20180,yanceyville,NC,North Carolina
20212,angier,NC,North Carolina
20213,apex,NC,North Carolina
20214,bahama,NC,North Carolina
20217,buies creek,NC,North Carolina
20218,bullock,NC,North Carolina
20219,bunn,NC,North Carolina
20220,butner,NC,North Carolina
20221,carrboro,NC,North Carolina
20222,cary,NC,North Carolina
20223,chapel hill,NC,North Carolina
20227,coats,NC,North Carolina
20228,creedmoor,NC,North Carolina
20229,four oaks,NC,North Carolina
20230,franklinton,NC,North Carolina
20231,fuquay varina,NC,North Carolina
20233,garner,NC,North Carolina
20238,sjafb,NC,North Carolina
20242,holly springs,NC,North Carolina
20243,hurdle mills,NC,North Carolina
20244,kenly,NC,North Carolina
20246,kipling,NC,North Carolina
20247,kittrell,NC,North Carolina
20248,knightdale,NC,North Carolina
20249,lillington,NC,North Carolina
20250,louisburg,NC,North Carolina
20252,macon,NC,North Carolina
20253,mamers,NC,North Carolina
20254,manson,NC,North Carolina
20256,micro,NC,North Carolina
20260,moncure,NC,North Carolina
20262,new hill,NC,North Carolina
20263,norlina,NC,North Carolina
20265,pine level,NC,North Carolina
20268,rolesville,NC,North Carolina
20269,rougemont,NC,North Carolina
20270,roxboro,NC,North Carolina
20273,stem,NC,North Carolina
20274,stovall,NC,North Carolina
20275,timberlake,NC,North Carolina
20276,townsville,NC,North Carolina
20277,vaughan,NC,North Carolina
20278,wake forest,NC,North Carolina
20282,willow spring,NC,North Carolina
20285,wilsons mills,NC,North Carolina
20289,zebulon,NC,North Carolina
20322,rtp,NC,North Carolina
20326,research triangle park,NC,North Carolina
20335,aulander,NC,North Carolina
20338,bailey,NC,North Carolina
20340,battleboro,NC,North Carolina
20342,belhaven,NC,North Carolina
20343,bellarthur,NC,North Carolina
20346,blounts creek,NC,North Carolina
20347,qvc,NC,North Carolina
20348,castalia,NC,North Carolina
20349,chocowinity,NC,North Carolina
20350,como,NC,North Carolina
20351,conetoe,NC,North Carolina
20354,edward,NC,North Carolina
20355,elm city,NC,North Carolina
20357,engelhard,NC,North Carolina
20358,everetts,NC,North Carolina
20360,falkland,NC,North Carolina
20362,fountain,NC,North Carolina
20365,garysburg,NC,North Carolina
20367,gaston,NC,North Carolina
20372,grimesland,NC,North Carolina
20375,hassell,NC,North Carolina
20377,hobgood,NC,North Carolina
20378,hollister,NC,North Carolina
20383,kelford,NC,North Carolina
20384,lewiston woodville,NC,North Carolina
20388,lucama,NC,North Carolina
20390,macclesfield,NC,North Carolina
20392,margarettsville,NC,North Carolina
20395,murfreesboro,NC,North Carolina
20396,nashville,NC,North Carolina
20398,oak city,NC,North Carolina
20399,pantego,NC,North Carolina
20400,parmele,NC,North Carolina
20401,pendleton,NC,North Carolina
20402,pikeville,NC,North Carolina
20403,pinetops,NC,North Carolina
20404,pinetown,NC,North Carolina
20405,pleasant hill,NC,North Carolina
20406,potecasi,NC,North Carolina
20408,rich square,NC,North Carolina
20409,roanoke rapids,NC,North Carolina
20413,robersonville,NC,North Carolina
20415,roxobel,NC,North Carolina
20416,saratoga,NC,North Carolina
20417,scotland neck,NC,North Carolina
20419,seaboard,NC,North Carolina
20423,sims,NC,North Carolina
20424,speed,NC,North Carolina
20425,spring hope,NC,North Carolina
20426,stantonsburg,NC,North Carolina
20427,stokes,NC,North Carolina
20428,swanquarter,NC,North Carolina
20429,tarboro,NC,North Carolina
20432,tillery,NC,North Carolina
20433,walstonburg,NC,North Carolina
20436,weldon,NC,North Carolina
20437,whitakers,NC,North Carolina
20438,williamston,NC,North Carolina
20444,elizabeth city,NC,North Carolina
20448,ahoskie,NC,North Carolina
20451,aydlett,NC,North Carolina
20452,barco,NC,North Carolina
20457,cofield,NC,North Carolina
20458,coinjock,NC,North Carolina
20459,colerain,NC,North Carolina
20461,corapeake,NC,North Carolina
20462,corolla,NC,North Carolina
20463,creswell,NC,North Carolina
20464,currituck,NC,North Carolina
20465,durants neck,NC,North Carolina
20467,edenton,NC,North Carolina
20468,eure,NC,North Carolina
20469,frisco,NC,North Carolina
20470,gates,NC,North Carolina
20471,gatesville,NC,North Carolina
20472,grandy,NC,North Carolina
20473,harbinger,NC,North Carolina
20474,harrellsville,NC,North Carolina
20475,hatteras,NC,North Carolina
20476,hertford,NC,North Carolina
20478,hobbsville,NC,North Carolina
20479,jarvisburg,NC,North Carolina
20480,kill devil hills,NC,North Carolina
20482,kitty hawk,NC,North Carolina
20487,knotts island,NC,North Carolina
20489,manns harbor,NC,North Carolina
20491,manteo,NC,North Carolina
20496,maple,NC,North Carolina
20497,merry hill,NC,North Carolina
20498,moyock,NC,North Carolina
20499,nags head,NC,North Carolina
20500,ocracoke,NC,North Carolina
20503,point harbor,NC,North Carolina
20504,poplar branch,NC,North Carolina
20505,powells point,NC,North Carolina
20506,powellsville,NC,North Carolina
20507,rodanthe,NC,North Carolina
20508,roduco,NC,North Carolina
20509,roper,NC,North Carolina
20510,salvo,NC,North Carolina
20511,shawboro,NC,North Carolina
20513,south mills,NC,North Carolina
20514,stumpy point,NC,North Carolina
20516,tyner,NC,North Carolina
20517,wanchese,NC,North Carolina
20518,waves,NC,North Carolina
20521,winfall,NC,North Carolina
20522,winton,NC,North Carolina
20523,albemarle,NC,North Carolina
20530,alexis,NC,North Carolina
20531,ansonville,NC,North Carolina
20532,badin,NC,North Carolina
20534,barium springs,NC,North Carolina
20538,bessemer city,NC,North Carolina
20541,bostic,NC,North Carolina
20547,caroleen,NC,North Carolina
20548,casar,NC,North Carolina
20551,china grove,NC,North Carolina
20552,cliffside,NC,North Carolina
20558,cornelius,NC,North Carolina
20559,cramerton,NC,North Carolina
20560,crouse,NC,North Carolina
20562,davidson,NC,North Carolina
20565,earl,NC,North Carolina
20566,east spencer,NC,North Carolina
20570,faith,NC,North Carolina
20575,gastonia,NC,North Carolina
20587,huntersville,NC,North Carolina
20588,gold hill,NC,North Carolina
20589,granite quarry,NC,North Carolina
20595,high shoals,NC,North Carolina
20599,indian trail,NC,North Carolina
20604,iron station,NC,North Carolina
20605,kannapolis,NC,North Carolina
20611,kings mountain,NC,North Carolina
20613,landis,NC,North Carolina
20614,lattimore,NC,North Carolina
20615,lawndale,NC,North Carolina
20620,lilesville,NC,North Carolina
20621,lincolnton,NC,North Carolina
20623,locust,NC,North Carolina
20626,mc adenville,NC,North Carolina
20627,mc farlan,NC,North Carolina
20628,marshville,NC,North Carolina
20630,matthews,NC,North Carolina
20638,misenheimer,NC,North Carolina
20641,mooresboro,NC,North Carolina
20642,mooresville,NC,North Carolina
20646,morven,NC,North Carolina
20649,mount mourne,NC,North Carolina
20654,mount ulla,NC,North Carolina
20665,oakboro,NC,North Carolina
20667,paw creek,NC,North Carolina
20668,peachland,NC,North Carolina
20672,polkton,NC,North Carolina
20673,polkville,NC,North Carolina
20677,rockwell,NC,North Carolina
20678,rutherfordton,NC,North Carolina
20688,shelby,NC,North Carolina
20692,spindale,NC,North Carolina
20693,stanfield,NC,North Carolina
